run_id,k_S,k_D,k_err,lambda_Td,final_S_hat,final_D_hat,final_option_space,final_action,final_K_constraint,final_B_capacity,final_Lambda_coupling,final_T_time,convergence_status,volume_ratio,final_alignment_score
4bc07217-6104-4758-bedf-9a4f1fd48ca8,0.1,0.15,0.1,0.05,0.34979462692181285,0.153858067013175,0.5800000000000001,0.7,0.52,0.5465000000000001,0.44999999999999996,0.9999999999999999,converging,0.0,0.025538571013589112
3ac9b4dd-fb88-4c4a-9069-59b231838822,0.15,0.05,0.01,0.001,0.3980144933937085,0.34214217066370844,0.2999999999999998,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.009526434855019862
6b8a53d4-1de4-4b50-a76c-839099021dd1,0.15,0.05,0.01,0.025500000000000002,0.3659619443479261,0.3346398573785071,0.2999999999999998,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.01011641631757625
c58cd577-32f4-4618-b0f0-1fe13e153c08,0.15,0.05,0.01,0.05,0.4805831681036138,0.3383191057516633,0.2999999999999998,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.009635632693972072
8acf403f-be5c-4c97-8e20-a9c75222b4bb,0.15,0.05,0.05500000000000001,0.001,0.5061515450211699,0.31242234001490743,0.2999999999999998,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.010874188978897583
bf105c21-c912-43cd-8c34-a4c6c1e03953,0.15,0.05,0.05500000000000001,0.025500000000000002,0.5171543280313012,0.34211713329637505,0.2999999999999998,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.008645833894237644
42deb823-6750-4b8a-94df-8f9a86e843d0,0.15,0.05,0.05500000000000001,0.05,0.40329877765619293,0.33563525645623543,0.2999999999999998,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.009419086347766148
67494734-67f3-4ff8-a6fc-396e95e3b666,0.15,0.05,0.1,0.001,0.47313214107183443,0.31847373040731736,0.2999999999999998,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.010570060960699389
9e0c0bd7-1606-4e69-b94d-33e53b77d11a,0.15,0.05,0.1,0.025500000000000002,0.5402835320490476,0.31699948474764855,0.2999999999999998,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.010940673948393395
c86d32e6-153f-4dcd-89bf-5dae25cce846,0.15,0.05,0.1,0.05,0.4333018108442662,0.3180137603208613,0.2999999999999998,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.010936133479824884
f22dc5f0-ff2f-40a5-b998-f689c80bf8e6,0.15,0.1,0.01,0.001,0.5742082764880302,0.2052902939482402,0.5,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.01855761656843647
7afc1b8e-2a64-43bf-952f-d23917b44d3d,0.15,0.1,0.01,0.025500000000000002,0.3843578750520978,0.22595031302366342,0.5,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.01803169362393571
e2694098-7a16-42fd-9acf-3bf2b3903122,0.15,0.1,0.01,0.05,0.4846988926305269,0.20427377448296732,0.5,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.018790321125079393
6058c3a5-fb01-4708-8b2d-36181040c740,0.15,0.1,0.05500000000000001,0.001,0.5250811036103248,0.22756834662558378,0.45999999999999996,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.017370883240206532
e2252ac0-8cc4-47cc-ae7e-dfe97eb86fac,0.15,0.1,0.05500000000000001,0.025500000000000002,0.5261354301214796,0.2048609210564738,0.5,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.018931162124461626
d0f121b0-235b-40f0-8fff-d57858e2a0ae,0.15,0.1,0.05500000000000001,0.05,0.3748605550262408,0.21108790013393502,0.5,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.018959994356100046
c5aba2bc-cb4a-467d-a59b-ad3ead32cc6c,0.15,0.1,0.1,0.001,0.5403744311592465,0.19824275983082135,0.5,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.018997455736448433
e438ab20-f83e-45b8-9349-5e9041801386,0.15,0.1,0.1,0.025500000000000002,0.6733036685473294,0.23222442029914553,0.5,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.01865772799411379
